Answers,Labels
@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f,positive
@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.,negative
@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?,negative
@united was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going,negative
"@united 5 gate changes, two delays.  Even the crew thinks the airline sucks",negative
@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,negative
@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!,negative
"@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?",negative
@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.,positive
@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2),negative
"@united It's taken ~3 weeks for Cust Care to respond to Case #8477733, requesting a refund for wi-fi not working. Where can I get an update?",negative
@united I appreciate your efforts getting me home!,positive
@united That's correct—I've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2),negative
@united Today was not your finest. All could have been prevented by one gate agent advising 200 passengers.,negative
@united  what is the real deal with the delay on flight UA 1032 from Denver to Vegas?,negative
@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.,negative
@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.,negative
@united lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.,negative
"@united rebooting Chicago dispatch system, need @pivotalcf as I'm tired of sitting on planes",neutral
"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..",positive
"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn.",negative
@united the aircraft closest to gate was for the other flight and the one closest to our gate was going to Chicago.,neutral
@united can you tell me how to file a claim for clothing that had to be purchased?,negative
@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board,negative
@united GRK13575M is the file reference,negative
@united we would...how do I contact you to discuss? A few poor experiences with customer service but would give it a shot!,negative
"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably.",negative
@united Been trying since 1230 to file a report.,negative
@united I send an email about my bad experience and you send back a generic response.  Yet another reason why I'll never fly with you again.,negative
@united My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?,neutral
@united here is the ticket # 0162424965446 please refund my unnecessary upgrade fee,negative
"@united is horrible!! They lost our carseat and expect us to use a loner carseat, safety regulations say it's illegal to use a used car seat",negative
@united thank you.,positive
Decisions Decisions @MandarinJourney @united:  We'd love for you to try our service. We offer status match too. http://t.co/xbQqqbRgVF ^KP”,neutral
Need more info on that! @united: @momsgoodeats We have great amenity kits. PJ's not included. We status match AA. ^KP”,neutral
"@united: I don't care that a @thehipmunk link showed me a ""wrong"" price on your site—it's your site &amp; responsibility to ensure correctness.",negative
@united Do you have any flights with lie flat seating from STL to PDX around the date of March 5?,neutral
"@united He needs to get to home the 24th, they're telling him it'll be the 25th @ night. Is there compensation or anything that can be done?",negative
“@united: @mllovelace The baggage fee is waived for Premier members. Please see http://t.co/u6Duw27mDE. ^JP” what's the point of membership?,negative
@united wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. #wastedtime,negative
@united Dmed you. Thank you,negative
@united thanks we'll be in touch!,positive
@united Thanks to Karen Salisbury at IAH for amazing customer service!  Found my daughter's bag lost on UA1516.  Made her day!,positive
"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story",negative
"@united @RenoAirport hi, when do direct flights from Houston to Reno begin?  Don't see any days in March?",neutral
@united like continental's chicken feat fairs,neutral
